grid_size_x,grid_size_y,oscillator_dim,trial,total_time_ms,iterations,converged,convergence_iteration,convergence_time_ms,mean_coherence,max_coherence,final_coherence,pattern_count,pattern_distinctiveness,peak_memory_kb,avg_memory_kb,model_total_error,model_grid_size_x,model_grid_size_y,model_oscillator_dim
8,12,4,1,1298.1202602386475,100,0,100,1298.1202602386475,0.1971972838174414,0.23300099069423846,0.13862619862911077,0,0.0,41276.0,41210.98039215686,8.656960839792061,8,12,4
8,12,2,1,771.1279392242432,100,0,100,771.1279392242432,0.15409650975724595,0.18174804595078073,0.08760305011527389,0,0.0,40156.0,40136.86274509804,9.554840169885457,8,12,2
8,12,4,1,694.5130825042725,100,0,100,694.5130825042725,0.06791934111687983,0.07875652787788708,0.06656062001399377,0,0.0,40172.0,40163.37254901961,8.670369246491505,8,12,4
16,24,4,1,14310.494899749756,100,0,100,14310.494899749756,0.05459167866751183,0.08836833120117858,0.08836833120117858,0,0.0,43112.0,42786.705882352944,18.039017483032858,16,24,4
16,24,2,1,14585.85810661316,100,0,100,14585.85810661316,0.05238631286287159,0.0743486815247903,0.05510005928117387,0,0.0,43156.0,42903.098039215685,18.152324541961683,16,24,2
16,24,4,1,13665.85898399353,100,0,100,13665.85898399353,0.061715562009118353,0.08660530923786738,0.024046212179980583,0,0.0,43184.0,42928.86274509804,17.667889751535018,16,24,4
